WSJID,OrderedID,Relation,Conn1Sense1,Conn1Sense2,Conn1,Conn2Sense1,Conn2Sense2,Conn2,PDTB_Arg1Begin,PDTB_Arg1End,PDTB_Arg2Begin,PDTB_Arg2End,PDTB_Arg1SpansNo,PDTB_Arg2SpansNo,PDTB_ArgOverlap,RST_Arg1IsRelation,RST_Arg1Span,RST_Arg1Diff,RST_Arg1Begin,RST_Arg1End,RST_Arg2IsRelation,RST_Arg2Span,RST_Arg2Diff,RST_Arg2Begin,RST_Arg2End,RST_RelationSpan,ExtraSpans,Sats,Nucs,arg1Sats,arg1Nucs,arg2Sats,arg2Nucs,RST_RelationName,revise,strictRevise,multiNucleiEncounters,multiNucleiRoot,attrEncounters,attrRoot,problemTraversing,sameunitTreatment,pdtbRelAttribution
1327,13,Implicit,Comparison.Contrast, EMPTY,although,EMPTY,EMPTY,EMPTY,1377,1527,1529,1608,2,1,FALSE,TRUE,32 36,1,1377,1528,TRUE,37 39,1,1529,1609,32 65,26,0,2,0,0,0,2,elaboration-additional,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,14,Implicit,Expansion.Instantiation, EMPTY,for example,EMPTY,EMPTY,EMPTY,1578,1608,1610,1725,1,1,FALSE,FALSE,39,1,1578,1609,TRUE,40 42,1,1610,1726,37 44,4,2,1,2,0,0,1,elaboration-additional,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,15,Implicit,Contingency.Cause.Result, EMPTY,so,EMPTY,EMPTY,EMPTY,1610,1725,1727,1847,1,1,FALSE,TRUE,40 42,1,1610,1726,TRUE,43 44,1,1727,1848,40 44,0,0,0,0,0,0,0,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,16,Explicit,Expansion.List, EMPTY,and,EMPTY,EMPTY,EMPTY,1610,1634,1639,1725,1,1,FALSE,FALSE,40,0,1610,1634,TRUE,41 42,5,1635,1726,40 42,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1327,17,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,1727,1847,1849,2056,1,1,FALSE,TRUE,43 44,1,1727,1848,TRUE,45 47,1,1849,2057,37 65,24,2,1,2,0,0,1,Contrast,FALSE,TRUE,1,TRUE,0,FALSE,FALSE,FALSE,EMPTY
1327,18,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,1727,1778,1784,1847,1,1,FALSE,FALSE,43,1,1727,1779,FALSE,44,5,1780,1848,43 44,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1327,19,Implicit,Expansion.Restatement.Equivalence, EMPTY,in other words,EMPTY,EMPTY,EMPTY,2060,2090,2093,2160,1,1,FALSE,FALSE,48,1,2060,2091,TRUE,49 50,3,2092,2162,48 50,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,20,Implicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,2093,2160,2233,2292,1,1,FALSE,TRUE,49 50,3,2092,2162,FALSE,52,3,2232,2294,48 65,15,1,5,1,1,0,4,comment,FALSE,TRUE,0,FALSE,2,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,21,Explicit,Expansion.Conjunction,Contingency.Cause.Result,and,EMPTY,EMPTY,EMPTY,2093,2119,2124,2160,1,1,FALSE,FALSE,49,1,2092,2119,FALSE,50,6,2120,2162,49 50,0,0,0,0,0,0,0,Cause-Result,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1327,22,Implicit,Temporal.Asynchronous.Precedence, EMPTY,then,EMPTY,EMPTY,EMPTY,2233,2310,2312,2535,1,2,FALSE,TRUE,52 53,2,2232,2311,TRUE,54 59,1,2312,2536,52 59,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,23,Explicit,Contingency.Cause.Result, EMPTY,thereby,EMPTY,EMPTY,EMPTY,2413,2472,2474,2535,1,2,FALSE,FALSE,58,1,2413,2473,FALSE,59,1,2474,2536,58 59,0,0,0,0,0,0,0,consequence-s,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1327,24,Explicit,Comparison.Contrast, EMPTY,still,EMPTY,EMPTY,EMPTY,2707,2901,2912,2984,1,1,FALSE,TRUE,62 65,1,2707,2902,FALSE,66,8,2905,2985,32 90,54,3,5,3,2,0,3,elaboration-additional,FALSE,TRUE,2,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,25,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,2540,2705,2707,2901,1,1,FALSE,TRUE,60 61,2,2539,2706,TRUE,62 65,1,2707,2902,52 65,8,1,0,1,0,0,0,elaboration-additional,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1327,26,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,2905,2984,2986,3045,1,1,FALSE,FALSE,66,1,2905,2985,FALSE,67,1,2986,3046,66 67,0,0,0,0,0,0,0,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,27,Implicit,Expansion.Conjunction, EMPTY,similarly,EMPTY,EMPTY,EMPTY,2986,3045,3047,3133,1,1,FALSE,FALSE,67,1,2986,3046,FALSE,68,1,3047,3134,66 68,1,1,0,1,0,0,0,elaboration-additional,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,28,Explicit,Temporal.Synchrony, EMPTY,when,EMPTY,EMPTY,EMPTY,3137,3159,3165,3288,1,1,FALSE,FALSE,69,0,3137,3159,TRUE,70 71,6,3160,3289,69 71,0,0,0,0,0,0,0,elaboration-additional-e,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,29,Explicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,3160,3288,3299,3377,1,1,FALSE,TRUE,70 71,1,3160,3289,TRUE,72 73,11,3290,3379,69 73,1,1,0,1,0,0,0,elaboration-additional,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,30,Explicit,Temporal.Asynchronous.Succession, EMPTY,after,EMPTY,EMPTY,EMPTY,3160,3182,3199,3288,1,1,FALSE,FALSE,70,57,3160,3239,TRUE,70 71,40,3160,3289,70 71,-1,-1,-1,0,0,0,0,elaboration-additional,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,31,Implicit,Expansion.Conjunction, EMPTY,moreover,EMPTY,EMPTY,EMPTY,3382,3558,3560,3745,1,1,FALSE,TRUE,74 78,1,3382,3559,TRUE,79 81,1,3560,3746,74 90,9,0,2,0,0,0,2,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,32,Explicit,Temporal.Asynchronous.Precedence, EMPTY,then,EMPTY,EMPTY,EMPTY,3664,3685,3686,3745,1,2,FALSE,FALSE,81,61,3664,3746,FALSE,81,23,3664,3746,80 81,0,-1,-1,0,0,0,0,consequence-s,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,33,Implicit,Expansion.Conjunction, EMPTY,while,EMPTY,EMPTY,EMPTY,3749,3869,3871,3946,1,1,FALSE,TRUE,82 83,1,3749,3870,TRUE,84 86,1,3871,3947,82 86,0,0,0,0,0,0,0,Comparison,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,34,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,3871,3946,3948,4032,1,1,FALSE,TRUE,84 86,1,3871,3947,TRUE,87 90,1,3948,4033,79 90,5,1,1,1,1,0,0,evidence,FALSE,TRUE,1,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1327,35,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,3948,3984,3990,4032,1,1,FALSE,FALSE,87,1,3948,3985,TRUE,89 90,1,3990,4033,87 90,1,0,1,0,0,0,1,List,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,36,Explicit,Temporal.Synchrony, EMPTY,when,EMPTY,EMPTY,EMPTY,3986,4032,3995,4021,2,1,TRUE,TRUE,88 90,1,3986,4033,FALSE,89,6,3990,4022,89 90,-2,-1,-1,0,0,0,0,temporal-same-time,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,TRUE,Comm::Wr::Null
1327,37,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,4036,4088,4090,4281,1,1,FALSE,FALSE,91,1,4036,4089,TRUE,92 97,1,4090,4282,91 109,12,0,1,0,0,0,1,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1327,38,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,4090,4175,4181,4281,1,1,FALSE,TRUE,92 94,1,4090,4176,TRUE,95 97,5,4177,4282,92 97,0,0,0,0,0,0,0,antithesis,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,39,Implicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,4177,4281,4283,4381,1,1,FALSE,TRUE,95 97,1,4177,4282,TRUE,98 99,1,4283,4382,92 109,13,1,2,1,0,0,2,comment,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,40,Explicit,Temporal.Synchrony, EMPTY,as,EMPTY,EMPTY,EMPTY,4177,4230,4185,4208,2,1,TRUE,TRUE,95 97,52,4177,4282,FALSE,95,9,4177,4209,95 97,-1,-1,-1,0,0,0,0,temporal-same-time,TRUE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,41,Explicit,Comparison, EMPTY,as though,EMPTY,EMPTY,EMPTY,4210,4230,4242,4281,1,1,FALSE,FALSE,96,1,4210,4231,FALSE,97,11,4232,4282,96 97,0,0,0,0,0,0,0,evaluation-s,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,42,Implicit,Expansion.Instantiation, EMPTY,for example,EMPTY,EMPTY,EMPTY,4283,4381,4383,4456,1,1,FALSE,TRUE,98 99,1,4283,4382,TRUE,100 101,2,4383,4458,98 101,0,0,0,0,0,0,0,example,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1327,43,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,4728,4837,4839,5069,1,1,FALSE,TRUE,110 113,1,4728,4838,TRUE,114 119,1,4839,5070,110 119,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1327,44,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,4839,5069,5071,5254,1,1,FALSE,TRUE,114 119,1,4839,5070,TRUE,120 125,16,5071,5270,110 125,4,1,0,1,0,0,0,elaboration-additional,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1327,45,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,5071,5115,5121,5268,1,1,FALSE,FALSE,120,1,5071,5116,TRUE,121 125,6,5117,5270,120 125,0,0,0,0,0,0,0,antithesis,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,0,Explicit,Comparison.Contrast.Juxtaposition, EMPTY,but,EMPTY,EMPTY,EMPTY,9,140,148,248,1,1,FALSE,TRUE,1 4,1,9,141,TRUE,5 8,5,144,249,1 15,7,0,1,0,0,0,1,antithesis,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,1,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,9,118,120,140,1,1,FALSE,TRUE,1 3,1,9,119,FALSE,4,1,120,141,1 4,0,0,0,0,0,0,0,comment,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1328,2,Implicit,Expansion.Restatement.Specification, EMPTY,in particular,EMPTY,EMPTY,EMPTY,144,179,250,400,1,2,FALSE,FALSE,5,1,144,180,TRUE,9 11,1,250,401,5 15,7,0,2,0,1,0,1,elaboration-general-specific,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,3,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,144,179,185,248,1,1,FALSE,FALSE,5,1,144,180,TRUE,6 8,5,181,249,5 8,0,0,0,0,0,0,0,consequence-s,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,4,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,250,400,402,546,1,1,FALSE,TRUE,9 11,1,250,401,TRUE,12 15,1,402,547,9 15,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
1328,5,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,550,677,683,800,1,1,FALSE,TRUE,16 18,1,550,678,TRUE,19 21,5,679,801,16 21,0,0,0,0,0,0,0,Contrast,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,6,Explicit,Temporal.Asynchronous.Succession,Contingency.Condition.Hypothetical,when and if,EMPTY,EMPTY,EMPTY,627,677,562,588,1,1,FALSE,FALSE,18,1,627,678,FALSE,16,12,550,588,16 18,1,0,1,0,0,0,1,condition,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,7,Explicit,Contingency.Condition.Unreal present, EMPTY,if,EMPTY,EMPTY,EMPTY,679,800,703,751,2,1,TRUE,TRUE,19 21,1,679,801,FALSE,20,4,700,752,20 21,-2,-1,-1,0,0,0,0,condition-e,TRUE,TRUE,0,FALSE,0,FALSE,FALSE,TRUE,Comm::Wr::Null
1328,8,Explicit,Expansion.Alternative.Chosen alternative, EMPTY,instead,EMPTY,EMPTY,EMPTY,712,751,846,1015,1,2,FALSE,FALSE,20,13,700,752,TRUE,24 25,1,846,1016,16 81,63,2,6,1,2,1,4,Problem-Solution,FALSE,TRUE,3,TRUE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,9,Explicit,Expansion.Conjunction, EMPTY,also,EMPTY,EMPTY,EMPTY,846,1015,1611,1707,1,2,FALSE,TRUE,24 25,1,846,1016,TRUE,38 41,1,1611,1708,22 60,33,2,5,1,2,1,3,elaboration-additional,FALSE,TRUE,2,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,10,Implicit,Contingency.Cause.Result, EMPTY,so,EMPTY,EMPTY,EMPTY,1020,1066,1163,1218,1,1,FALSE,FALSE,26,3,1019,1068,TRUE,30 31,2,1162,1219,26 31,3,0,1,0,1,0,0,comment,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Ot::Null
1328,11,Implicit,Expansion.Alternative.Chosen alternative, EMPTY,instead,EMPTY,EMPTY,EMPTY,1163,1218,1220,1341,1,1,FALSE,TRUE,30 31,2,1162,1219,TRUE,32 34,2,1220,1343,26 34,4,1,0,1,0,0,0,interpretation-s,FALSE,TRUE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1328,12,Explicit,Contingency.Condition.Unreal present, EMPTY,if,EMPTY,EMPTY,EMPTY,1186,1218,1166,1184,1,1,FALSE,FALSE,31,1,1186,1219,FALSE,30,5,1162,1185,30 31,0,0,0,0,0,0,0,condition,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1328,13,Explicit,Comparison.Contrast, EMPTY,however,EMPTY,EMPTY,EMPTY,1346,1424,1435,1522,1,1,FALSE,FALSE,35,1,1346,1425,FALSE,36,10,1426,1523,35 37,1,0,1,0,0,0,1,Contrast,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,14,Implicit,Expansion.Conjunction, EMPTY,in fact,EMPTY,EMPTY,EMPTY,1426,1522,1524,1607,1,1,FALSE,FALSE,36,1,1426,1523,FALSE,37,1,1524,1608,36 37,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,15,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,1611,1707,1714,1803,1,1,FALSE,TRUE,38 41,1,1611,1708,TRUE,43 44,1,1714,1804,38 44,1,0,1,0,0,0,1,Sequence,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,16,Implicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,1709,1803,1805,1861,1,1,FALSE,TRUE,42 44,1,1709,1804,FALSE,45,1,1805,1862,38 52,11,0,3,0,1,0,2,Contrast,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,17,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,1805,1861,1863,1994,1,1,FALSE,FALSE,45,1,1805,1862,FALSE,46,1,1863,1995,45 50,4,0,2,0,0,0,2,explanation-argumentative,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,18,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,1863,1994,2094,2245,1,1,FALSE,FALSE,46,1,1863,1995,TRUE,49 50,5,2090,2246,46 50,2,0,1,0,1,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,19,Implicit,Comparison.Contrast, EMPTY,although,EMPTY,EMPTY,EMPTY,1863,1994,1997,2087,1,1,FALSE,FALSE,46,1,1863,1995,TRUE,47 48,3,1996,2089,46 48,0,0,0,0,0,0,0,evaluation-s,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,20,Explicit,Contingency.Cause.Reason, EMPTY,since,EMPTY,EMPTY,EMPTY,1997,2030,2038,2087,1,1,FALSE,FALSE,47,2,1996,2031,FALSE,48,8,2032,2089,47 48,0,0,0,0,0,0,0,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,21,Implicit,Contingency.Cause.Result, EMPTY,so,EMPTY,EMPTY,EMPTY,2090,2245,2248,2303,1,1,FALSE,TRUE,49 50,1,2090,2246,FALSE,51,3,2247,2305,45 52,5,1,2,1,1,0,1,comment,FALSE,TRUE,1,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,22,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,2342,2407,2409,2463,1,1,FALSE,FALSE,53,1,2342,2408,TRUE,54 55,1,2409,2464,53 60,5,0,1,0,0,0,1,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,23,Explicit,Expansion.Conjunction, EMPTY,moreover,EMPTY,EMPTY,EMPTY,2409,2463,2475,2564,1,1,FALSE,TRUE,54 55,1,2409,2464,TRUE,56 58,11,2465,2565,54 60,2,0,1,0,0,0,1,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,24,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,2409,2434,2440,2463,1,1,FALSE,FALSE,54,1,2409,2435,FALSE,55,5,2436,2464,54 55,0,0,0,0,0,0,0,List,FALSE,FALSE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,25,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,2465,2564,2567,2622,1,1,FALSE,TRUE,56 58,1,2465,2565,FALSE,59,3,2566,2624,56 60,1,0,1,0,0,0,1,interpretation-s,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,26,Implicit,Expansion.Restatement.Specification, EMPTY,indeed,EMPTY,EMPTY,EMPTY,2663,2711,2713,2927,1,1,FALSE,FALSE,61,1,2663,2712,TRUE,62 66,1,2713,2928,61 81,15,0,3,0,0,0,3,summary-n,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,27,Explicit,Comparison.Contrast, EMPTY,though,EMPTY,EMPTY,EMPTY,2843,2927,2720,2783,1,1,FALSE,TRUE,64 66,1,2843,2928,FALSE,62,8,2713,2784,62 66,1,0,1,0,1,0,0,concession,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,28,Implicit,Contingency.Cause.Reason, EMPTY,because,EMPTY,EMPTY,EMPTY,2881,2927,2943,3012,1,1,FALSE,TRUE,65 66,2,2880,2928,FALSE,68,2,2943,3014,62 69,5,0,5,0,3,0,2,elaboration-additional,FALSE,FALSE,0,FALSE,4,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,29,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,3026,3261,3267,3385,1,1,FALSE,TRUE,70 72,1,3026,3262,TRUE,73 74,5,3263,3386,70 78,4,0,1,0,0,0,1,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,30,Explicit,Comparison.Contrast, EMPTY,but,EMPTY,EMPTY,EMPTY,3026,3099,3161,3261,1,1,FALSE,FALSE,70,0,3026,3099,FALSE,72,5,3157,3262,70 72,1,0,1,0,1,0,0,condition,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,31,Explicit,Contingency.Cause.Result, EMPTY,thus,EMPTY,EMPTY,EMPTY,3263,3385,3407,3489,1,1,FALSE,TRUE,73 74,1,3263,3386,TRUE,77 78,1,3407,3490,73 78,2,0,1,0,0,0,1,consequence-s,FALSE,FALSE,1,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,32,Implicit,Expansion.Restatement.Equivalence, EMPTY,in other words,EMPTY,EMPTY,EMPTY,3387,3489,3492,3616,2,1,FALSE,TRUE,75 78,1,3387,3490,TRUE,79 80,3,3491,3618,62 81,14,3,1,3,0,0,1,comment,FALSE,TRUE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,33,Implicit,Comparison.Contrast, EMPTY,although,EMPTY,EMPTY,EMPTY,3640,3716,3718,3872,1,1,FALSE,TRUE,82 83,1,3640,3717,TRUE,84 85,1,3718,3873,82 85,0,0,0,0,0,0,0,explanation-argumentative,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,34,Explicit,Contingency.Condition.Hypothetical, EMPTY,if,EMPTY,EMPTY,EMPTY,3675,3716,3648,3673,1,1,FALSE,FALSE,83,1,3675,3717,FALSE,82,9,3640,3674,82 83,0,0,0,0,0,0,0,concession,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,35,Implicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,3718,3931,3933,3979,1,1,FALSE,TRUE,82 107,959,3640,4812,FALSE,88,1,3933,3980,82 107,-1,-1,-1,0,0,0,0,Contrast,TRUE,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,36,Implicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,3718,3872,3891,3931,1,1,FALSE,TRUE,84 85,1,3718,3873,FALSE,87,1,3891,3932,82 107,23,2,1,1,0,1,1,Contrast,FALSE,TRUE,0,TRUE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,37,Explicit,Comparison.Concession.Contra-expectation, EMPTY,nonetheless,EMPTY,EMPTY,EMPTY,3933,3979,3983,4035,1,2,FALSE,FALSE,88,1,3933,3980,FALSE,89,1,3983,4036,82 107,24,0,4,0,1,0,3,Contrast,FALSE,FALSE,1,TRUE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,38,Implicit,Expansion.Instantiation, EMPTY,for example,EMPTY,EMPTY,EMPTY,3983,4035,4038,4119,1,1,FALSE,FALSE,89,1,3983,4036,TRUE,90 91,2,4037,4120,89 91,0,0,0,0,0,0,0,evaluation-s,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,39,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,4038,4074,4133,4289,1,1,FALSE,FALSE,90,3,4037,4076,TRUE,93 96,1,4133,4290,89 100,7,1,4,1,1,0,3,List,FALSE,TRUE,0,TRUE,2,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,40,Explicit,Expansion.Conjunction, EMPTY,indeed,EMPTY,EMPTY,EMPTY,4133,4289,4291,4413,1,2,FALSE,TRUE,93 96,1,4133,4290,TRUE,97 99,1,4291,4414,92 99,1,0,1,0,1,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,1,FALSE,FALSE,FALSE,Comm::Ot::Null
1328,41,Implicit,Expansion.Restatement.Generalization, EMPTY,indeed,EMPTY,EMPTY,EMPTY,4417,4482,4537,4621,1,1,FALSE,FALSE,100,1,4417,4483,TRUE,102 103,3,4536,4623,89 107,16,1,3,1,1,0,2,elaboration-additional,FALSE,TRUE,2,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,42,Explicit,Expansion.Conjunction, EMPTY,and,EMPTY,EMPTY,EMPTY,4537,4621,4648,4811,1,1,FALSE,TRUE,102 103,3,4536,4623,TRUE,105 107,1,4648,4812,101 107,2,0,2,0,1,0,1,List,FALSE,FALSE,0,TRUE,2,FALSE,FALSE,FALSE,Comm::Wr::Null
1328,43,Explicit,Comparison.Contrast, EMPTY,though,EMPTY,EMPTY,EMPTY,4576,4621,4549,4574,1,1,FALSE,FALSE,103,2,4576,4623,FALSE,102,14,4536,4575,102 103,0,0,0,0,0,0,0,concession,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,Comm::Ot::Null
1329,0,Implicit,Expansion.Conjunction, EMPTY,furthermore,EMPTY,EMPTY,EMPTY,381,493,577,652,1,1,FALSE,TRUE,5 7,1,381,494,FALSE,11,1,577,653,5 11,3,0,2,0,0,0,2,elaboration-additional,FALSE,FALSE,1,FALSE,1,FALSE,FALSE,FALSE,Comm::Wr::Null
1329,1,Explicit,Expansion.Conjunction,Contingency.Cause.Result,and,EMPTY,EMPTY,EMPTY,381,493,421,467,2,1,TRUE,TRUE,5 7,1,381,494,FALSE,6,5,417,468,5 7,-1,-1,-1,0,0,0,0,attribution,TRUE,TRUE,0,FALSE,0,TRUE,FALSE,FALSE,Comm::Ot::Null
1329,2,EntRel,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,766,918,920,1041,1,1,FALSE,FALSE,15,1,766,919,TRUE,16 19,1,920,1042,15 19,0,0,0,0,0,0,0,elaboration-additional,FALSE,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,EMPTY
